0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
"(37.57366562, 127.03081512)","(37.57308578, 127.05216217)","(37.63796997, 127.02590179)","(37.62733459, 127.02605438)","(37.57358932, 127.08682251)","(37.62607956, 127.02648163)","(37.57375336, 127.03853607)","(37.57419968, 127.02649689)","(37.57402802, 127.08054352)","(37.64473724, 127.02656555)","(37.63927841, 127.02675629)","(37.57420349, 127.05769348)","(37.57429886, 127.08691406)","(37.66207886, 127.02771759)","(37.57471848, 127.0533905)","(37.57418823, 127.04589081)","(37.62714005, 127.02669525)","(37.57407761, 127.08500671)","(37.63920212, 127.02723694)","(37.63880539, 127.02835846)",
"(37.57594681, 127.03736115)","(37.57485199, 127.04030609)","(37.65165329, 127.02848816)","(37.6198082, 127.02852631)","(37.57575989, 127.04837036)","(37.66205215, 127.02875519)","(37.57598495, 127.0796051)","(37.58259201, 127.02897644)","(37.57638168, 127.03511047)","(37.61545944, 127.02970123)","(37.57655716, 127.0743103)","(37.65796661, 127.03009033)","(37.57762146, 127.05210876)","(37.61395645, 127.03025055)","(37.61669922, 127.03049469)","(37.57778168, 127.09018707)","(37.60913086, 127.0300293)","(37.57653046, 127.06594086)","(37.57768631, 127.03101349)","(37.58407974, 127.03103638)",
"(37.5801506, 127.04579926)","(37.57799911, 127.03762817)","(37.57779312, 127.05783081)","(37.66562271, 127.03108978)","(37.58644485, 127.03160095)","(37.57787704, 127.06168365)","(37.63626099, 127.03217316)","(37.57835007, 127.03338623)","(37.65814972, 127.03266907)","(37.57863235, 127.07190704)","(37.64519882, 127.03298187)","(37.57986832, 127.08236694)","(37.66250992, 127.03327942)","(37.5799408, 127.07939911)","(37.64689636, 127.03343201)","(37.610569, 127.0335083)","(37.58034897, 127.09265137)","(37.58655167, 127.03314209)","(37.5798378, 127.0563736)","(37.63520432, 127.03396606)",
"(37.58111191, 127.08010101)","(37.58105469, 127.08209229)","(37.58040619, 127.04482269)","(37.63539124, 127.03455353)","(37.59928513, 127.03462219)","(37.65134811, 127.034729)","(37.58131027, 127.05534363)","(37.65858841, 127.03520966)","(37.58143234, 127.03547668)","(37.65012741, 127.03534698)","(37.63371658, 127.03551483)","(37.58245468, 127.04449463)","(37.58256149, 127.05436707)","(37.63437653, 127.03575134)","(37.58300781, 127.06097412)","(37.5834198, 127.07992554)","(37.65805054, 127.03575897)","(37.64966965, 127.03561401)","(37.58164597, 127.08843231)","(37.63112259, 127.03603363)",
"(37.6186409, 127.03623962)","(37.58462524, 127.07028961)","(37.58369827, 127.0538559)","(37.5907135, 127.03619385)","(37.58412933, 127.05793762)","(37.60843277, 127.03632355)","(37.58519745, 127.06095123)","(37.61210251, 127.03659058)","(37.58565521, 127.07505035)","(37.59328842, 127.03666687)","(37.58723831, 127.0431366)","(37.60390854, 127.0373764)","(37.58745956, 127.09597015)","(37.58779144, 127.03736115)","(37.62552643, 127.037323)","(37.65224075, 127.0370636)","(37.58637238, 127.0800705)","(37.58659363, 127.04699707)","(37.58681488, 127.06754303)","(37.62268829, 127.03781128)",
"(37.62673187, 127.03877258)","(37.58890152, 127.08728027)","(37.58751678, 127.05277252)","(37.65446091, 127.03851318)","(37.58968735, 127.061409)","(37.63970184, 127.03883362)","(37.58975983, 127.09323883)","(37.60229111, 127.03897858)","(37.58991241, 127.06867981)","(37.59806824, 127.03927612)","(37.63238144, 127.03930664)","(37.59096146, 127.08706665)","(37.59130096, 127.0803299)","(37.60043335, 127.04020691)","(37.59161377, 127.04579163)","(37.59153366, 127.06774139)","(37.65682983, 127.03984833)","(37.59090042, 127.04258728)","(37.59972, 127.04038239)","(37.67867661, 127.04076385)",
"(37.59275818, 127.07266998)","(37.59238434, 127.05741119)","(37.62991714, 127.04091644)","(37.60108566, 127.04123688)","(37.59254074, 127.08673859)","(37.6026268, 127.04163361)","(37.593853, 127.07507324)","(37.6521225, 127.04170227)","(37.59386826, 127.07652283)","(37.66297913, 127.04193878)","(37.6876297, 127.04221344)","(37.59460068, 127.05196381)","(37.65533829, 127.04241943)","(37.66566467, 127.0426712)","(37.59489059, 127.06302643)","(37.66759872, 127.04299927)","(37.59511185, 127.10032654)","(37.59489059, 127.07495117)","(37.59424973, 127.07657623)","(37.66527176, 127.04314423)",
"(37.59788513, 127.09126282)","(37.59552002, 127.09877777)","(37.59529877, 127.08003235)","(37.6475029, 127.04331207)","(37.59581375, 127.08283997)","(37.66623306, 127.0433197)","(37.66898346, 127.04376221)","(37.59601974, 127.05982971)","(37.59732056, 127.04380798)","(37.59632874, 127.08589935)","(37.67328262, 127.04399109)","(37.63372803, 127.04436493)","(37.59732056, 127.08979797)","(37.61963654, 127.04453278)","(37.64463043, 127.04460907)","(37.6514473, 127.04470825)","(37.59859085, 127.07981873)","(37.59733963, 127.09308624)","(37.59655762, 127.08583832)","(37.67911911, 127.04498291)",
"(37.68972015, 127.04519653)","(37.59995651, 127.08000183)","(37.59909821, 127.09294891)","(37.61980057, 127.04509735)","(37.59960556, 127.06864166)","(37.60395813, 127.04534149)","(37.60007095, 127.10233307)","(37.68759155, 127.04550171)","(37.60207748, 127.07958221)","(37.65128708, 127.04554749)","(37.68400955, 127.04579163)","(37.60279846, 127.06726837)","(37.60305405, 127.07900238)","(37.67766571, 127.04624176)","(37.60408401, 127.07923126)","(37.66922379, 127.04651642)","(37.60362244, 127.0708313)","(37.66627121, 127.04598999)","(37.60271072, 127.06786346)","(37.62807083, 127.04692078)",
"(37.68523407, 127.04985809)","(37.60646057, 127.06162262)","(37.60606766, 127.0473175)","(37.60520172, 127.07858276)","(37.60460281, 127.10925293)","(37.65301514, 127.04699707)","(37.60580826, 127.04773712)","(37.62635422, 127.0474472)","(37.60588074, 127.10063171)","(37.66867065, 127.04798126)","(37.60615158, 127.09259796)","(37.64548111, 127.04857635)","(37.6063118, 127.10774231)","(37.68826675, 127.04889679)","(37.60649872, 127.09545135)","(37.65779877, 127.05004883)","(37.67721939, 127.04863739)","(37.60625076, 127.10826874)","(37.60734177, 127.05068207)","(37.65570831, 127.05010223)",
"(37.60868073, 127.10079193)","(37.60982132, 127.07813263)","(37.6073494, 127.07859039)","(37.62485886, 127.05014038)","(37.62382889, 127.05020142)","(37.64617157, 127.05056)","(37.61052322, 127.05979919)","(37.65420151, 127.05072784)","(37.61072159, 127.0774765)","(37.61844254, 127.05145264)","(37.666996, 127.05152893)","(37.61246109, 127.1033783)","(37.61817932, 127.05183411)","(37.65039062, 127.05219269)","(37.61299896, 127.06130981)","(37.61314774, 127.10514832)","(37.6463089, 127.052742)","(37.61151123, 127.07788849)","(37.6114769, 127.07739258)","(37.68645096, 127.05283356)",
"(37.68859863, 127.05340576)","(37.61355591, 127.06609344)","(37.63074875, 127.05310822)","(37.61362076, 127.10115051)","(37.61423111, 127.09676361)","(37.62934875, 127.05482483)","(37.61473846, 127.07636261)","(37.61784363, 127.05500031)","(37.61478424, 127.06700134)","(37.68031311, 127.05506897)","(37.62694168, 127.05513)","(37.67361832, 127.05525208)","(37.61545944, 127.06745148)","(37.61602402, 127.08596802)","(37.68000031, 127.05558014)","(37.67625046, 127.05550385)","(37.61616898, 127.09348297)","(37.61535263, 127.07849121)","(37.61529922, 127.06446838)","(37.67237473, 127.05599213)",
"(37.61743927, 127.10901642)","(37.61671066, 127.11073303)","(37.61707306, 127.0562439)","(37.65024948, 127.05715179)","(37.61736679, 127.07521057)","(37.66566086, 127.05729675)","(37.61756134, 127.09030914)","(37.65404892, 127.05732727)","(37.61832047, 127.07563019)","(37.61938095, 127.0578537)","(37.66524887, 127.05789185)","(37.66114044, 127.05805206)","(37.61963654, 127.08504486)","(37.65354919, 127.05808258)","(37.62000275, 127.05856323)","(37.62009811, 127.10646057)","(37.61917114, 127.07492828)","(37.61882401, 127.08757019)","(37.65411377, 127.0591507)","(37.62036896, 127.08364105)","(37.6577301, 127.05931091)"
"(37.62266159, 127.06189728)","(37.63162231, 127.06161499)","(37.62155533, 127.06951141)","(37.65397644, 127.06097412)","(37.6220932, 127.07442474)","(37.64921188, 127.06176758)","(37.62316513, 127.09049988)","(37.64550781, 127.06325531)","(37.62322235, 127.06702423)","(37.63714981, 127.06327057)","(37.65470123, 127.06340027)","(37.65620041, 127.06362152)","(37.62661362, 127.07275391)","(37.6484375, 127.0644455)","(37.62818909, 127.08210754)","(37.62862015, 127.06690979)","(37.62531662, 127.08813477)","(37.62386322, 127.06848907)","(37.64548874, 127.06458282)","(37.63957977, 127.06510162)",
"(37.62994003, 127.07655334)","(37.66070938, 127.06533051)","(37.62981415, 127.06650543)","(37.64352798, 127.06522369)","(37.63111115, 127.07015991)","(37.64963913, 127.06560516)","(37.63489914, 127.07767487)","(37.66418839, 127.06600952)","(37.63510895, 127.06832886)","(37.66521454, 127.06613922)","(37.63848877, 127.10790253)","(37.65103531, 127.06871033)","(37.64207077, 127.07662201)","(37.64265442, 127.10838318)","(37.64820862, 127.07022095)","(37.65501785, 127.06750488)","(37.6428299, 127.10666656)","(37.63999557, 127.0665741)","(37.63815689, 127.07326508)","(37.64936066, 127.0704422)",
"(37.65999985, 127.07296753)","(37.64580154, 127.08226013)","(37.64340973, 127.07183838)","(37.65032959, 127.07160187)","(37.64816284, 127.07898712)","(37.64733505, 127.07642365)","(37.64818954, 127.08048248)","(37.64902115, 127.07640839)","(37.64936066, 127.0704422)","(37.65045929, 127.08088684)","(37.65050507, 127.07398224)","(37.65924454, 127.07220459)","(37.66379166, 127.07544708)","(37.66907883, 127.07759094)","(37.67271042, 127.0831604)","(37.65679932, 127.0776062)","(37.65578079, 127.07177734)","(37.65449905, 127.0743866)",,,
