id,rackTotCnt,stationLatitude,stationLongitude,distance_hanriver,distance_bikeroad,distance_subway,distance_school_mid,distance_school_high,distance_school_univ,PopTot
2037,22,37.5,127,1665,5882,280,873,1241,1731,106157
2038,12,37.5,127,1635,5959,374,878,1273,1686,106157
2040,12,37.5,127,1214,6292,586,730,1395,1251,35551
2041,12,37.5,126.94,3381,5659,339,130,549,321,106157
2048,12,37.5,127,3137,7141,530,428,811,552,106157
2050,12,37.5,126.94,1519,4469,89,1054,740,1625,46352
2054,12,37.5,126.94,1956,4593,485,840,974,1100,46352
2056,12,37.5,126.94,3902,1532,701,261,169,725,47318
2057,12,37.5,126.94,2890,3773,504,335,1076,1256,133357
2058,12,37.5,126.94,1609,4718,232,1113,1002,1399,46352
2059,12,37.5,126.94,3596,1816,402,391,626,987,47318
2060,12,37.5,127,3620,7618,59,408,608,671,106157
2061,12,37.5,127,1260,6304,624,728,1433,1259,35551
2062,12,37.5,126.94,3403,5640,340,157,523,338,106157
2063,17,37.5,126.94,1675,3692,51,700,854,2667,95641
2064,12,37.5,126.94,1373,6570,486,451,1614,985,35551
2065,17,37.5,126.94,1749,3631,160,809,757,2595,40177
2066,12,37.5,126.94,4794,568,598,339,845,284,47318
2067,12,37.5,126.94,3461,1989,258,585,471,1169,47318
2068,14,37.5,126.94,3247,5528,541,230,647,185,106157
2069,9,37.5,126.94,2732,4573,32,615,572,375,133357
2070,14,37.5,126.94,1551,4718,195,1147,995,1459,46352
2071,12,37.5,127,3151,7262,460,285,569,412,106157
2076,18,37.5,126.94,1384,5553,239,385,1554,966,46352
2077,10,37.5,126.94,1561,5349,124,264,1772,787,46352
2078,20,37.5,126.94,1060,6663,246,492,1560,880,35551
2079,25,37.5,126.94,1626,5327,573,417,1729,312,35551
2080,15,37.5,126.94,1798,3565,164,758,771,2739,40177
2081,15,37.5,126.94,1560,3851,268,802,655,2433,40177
2082,10,37.5,127,3007,4814,245,526,630,1373,106157
2083,15,37.5,126.94,1638,5469,550,77,1666,502,35551
2084,25,37.5,126.94,2632,4361,212,553,1198,731,133357
2085,20,37.5,126.94,2884,2514,324,108,151,2969,40177
2086,22,37.5,127,3359,5527,399,475,882,680,106157
2088,10,37.5,126.94,2634,4380,332,822,870,696,133357
2089,10,37.47,127,3588,4585,282,796,1039,1315,106157
2090,15,37.47,127,3234,5080,506,714,918,1140,106157
2091,15,37.5,127,3039,4914,273,575,683,1293,106157
2092,15,37.5,126.94,1650,6807,681,324,1896,876,35551
2093,12,37.5,126.94,2099,4907,591,601,1268,189,133357
2094,30,37.5,126.94,2717,4771,259,754,667,133,133357
2095,10,37.5,127,2291,5172,521,355,139,1346,106157
2096,13,37.5,126.94,2692,3779,297,136,873,1300,133357
2102,22,37.47,126.94,4742,1972,296,512,754,353,22525
2103,12,37.5,126.94,4361,1424,537,848,579,743,22525
150,17,37.56,126.94,2949,2339,341,722,494,475,13575
151,12,37.56,126.9,656,2034,403,851,803,1846,41242
152,32,37.56,126.9,570,2425,900,1212,1353,2515,41242
153,12,37.56,126.94,1819,865,822,359,570,1913,61695
154,15,37.56,126.9,1127,1612,339,399,636,2093,41242
155,17,37.56,126.94,2263,473,34,138,688,1490,61695
156,12,37.56,126.94,3152,3890,412,615,725,929,40509
157,14,37.56,126.94,3514,3816,45,317,484,1017,25358
158,17,37.56,126.94,5460,3632,422,735,279,688,18704
159,9,37.56,126.94,3533,2807,17,637,677,890,24372
2104,15,37.47,127,3911,4491,56,852,990,1402,18980
2105,14,37.47,126.94,5432,1060,827,622,270,778,22525
2106,14,37.47,126.94,6028,1768,1540,586,566,1101,22525
2107,27,37.47,126.94,5528,3045,904,601,949,1480,22525
2108,22,37.47,126.94,4471,3461,165,529,523,1897,35337
2109,17,37.5,126.94,4457,2809,580,647,624,1215,35337
2111,12,37.47,126.94,4314,4374,70,583,936,1580,17623
2112,17,37.47,126.94,4355,4134,182,763,781,1731,15895
2113,12,37.5,126.9,5392,29,224,926,1118,870,22525
2115,17,37.47,126.9,5895,561,605,690,817,1374,22525
2116,11,37.47,126.94,4311,4147,173,733,821,1687,15895
2119,12,37.47,126.94,3919,4474,373,345,955,1316,15895
2122,22,37.47,126.94,4438,5044,288,316,640,1425,17623
2127,12,37.47,126.94,6964,2601,2335,373,564,3075,22525
2128,14,37.47,126.94,4513,4334,235,757,791,1751,17623
2129,12,37.47,126.94,5458,5092,1011,1143,791,866,17623
2130,17,37.47,126.94,5135,5012,724,976,705,1177,17623
2135,11,37.5,126.94,4691,2194,75,724,946,571,22525
2136,10,37.5,126.94,4669,2296,39,834,920,673,22525
2137,12,37.5,126.94,4605,2868,529,488,717,1242,35337
2139,12,37.47,126.94,5910,3284,1321,741,563,1819,22525
2140,14,37.47,126.94,5330,2557,674,615,867,961,22525
2141,14,37.47,126.94,6005,2944,1367,1074,539,1525,22525
2143,12,37.47,126.94,5741,3718,1307,280,207,1427,22525
2144,17,37.47,126.94,5634,1368,1133,623,105,785,22525
2145,14,37.5,126.94,4207,3437,444,877,197,1687,35337
2148,12,37.47,126.94,4507,5315,13,676,328,1446,30061
2156,14,37.47,126.94,5558,652,853,629,515,1208,22525
2159,12,37.47,126.94,4783,4995,440,919,730,1526,17623
2164,10,37.5,126.94,4623,2544,282,652,804,921,22525
2165,12,37.47,126.94,4546,5497,176,506,167,1475,30061
2167,14,37.47,126.94,4570,5465,154,518,208,1499,27088
2169,9,37.47,126.94,4630,3376,50,383,668,2055,35337
2170,12,37.47,126.94,5381,793,692,681,537,956,22525
2171,19,37.47,126.94,4286,4252,69,644,885,1669,15895
2172,22,37.47,126.94,5786,3964,1471,154,71,1180,22525
2173,12,37.5,126.94,4122,2135,640,575,705,855,35337
2174,12,37.5,126.94,4238,2194,489,581,680,798,22525
2175,12,37.5,126.94,4375,2191,349,675,749,711,22525
2176,17,37.5,126.94,4469,1177,294,754,490,862,22525
2177,21,37.5,126.94,4775,826,72,749,716,966,22525
2178,17,37.47,126.94,5916,4432,1642,519,525,710,22525
2179,9,37.47,126.94,4447,3731,396,722,660,1833,35337
2183,22,37.47,126.94,6056,3008,1366,1021,496,1593,22525
2184,12,37.5,126.94,3770,3733,864,441,259,1267,35337
2185,12,37.47,126.94,5907,3448,1359,594,626,1656,22525
2186,15,37.47,126.94,4371,4955,395,289,638,1385,30061
2187,15,37.5,126.94,3949,3844,699,690,373,1361,15895
2189,15,37.47,126.94,4613,3307,39,362,619,2054,35337
2190,12,37.47,126.94,4643,3102,261,341,624,1459,35337
2191,10,37.47,126.94,5979,3268,1386,786,492,1830,22525
2195,15,37.5,126.94,4633,2688,423,546,796,1061,22525
2196,10,37.47,126.94,4683,3093,252,298,664,1446,34440
2198,10,37.47,126.94,4361,4710,424,460,805,1460,30061
2199,8,37.47,126.94,4395,4875,466,354,706,1432,17623
2200,20,37.47,126.94,5796,4183,1506,258,279,976,22525
2201,22,37.47,127.06,7663,1559,617,302,2293,3436,18481
2202,22,37.44,127.06,8033,2757,71,334,2834,3963,18481
2203,22,37.44,127.06,8151,2890,81,478,2987,4114,69101
2205,17,37.47,127.06,7393,2859,727,479,2611,3590,18481
2206,22,37.47,127.06,7265,3055,932,727,2624,3629,18481
2207,11,37.47,127.06,7202,3287,1125,965,2719,3741,18481
2210,17,37.5,127,1307,3609,365,155,431,857,102434
2211,12,37.5,127,1749,3885,670,433,361,657,102434
2212,22,37.5,127,2346,3894,763,343,263,1251,102434
2213,22,37.5,127,1068,4375,360,943,790,352,102434
2214,17,37.5,127,669,4474,676,370,557,820,102434
2215,12,37.5,127,889,4791,206,114,319,896,102434
2217,22,37.5,127,418,3236,483,356,1290,1410,35131
2219,22,37.5,127,910,3932,210,673,1039,663,35131
2220,12,37.5,127,1256,5450,147,615,522,1707,102434
2221,17,37.5,127,2673,3910,246,635,984,614,106605
2222,12,37.47,127,3683,4501,172,795,959,1286,106605
2223,22,37.47,127,4242,4250,456,1209,558,1449,106605
2225,17,37.47,127,3989,3240,878,407,335,724,106605
2226,17,37.47,127,3877,2796,774,1337,578,717,106605
2227,17,37.5,127,2299,4297,181,786,627,1035,106605
2228,22,37.5,127,2339,4738,504,209,113,1341,106605
2229,12,37.5,127,2659,4706,244,201,277,1255,106605
2230,22,37.5,127,2853,4815,113,371,476,1361,106605
2231,17,37.5,127,3416,4186,298,325,960,1163,103355
2233,22,37.5,127,3245,3035,824,351,1133,682,103355
2235,17,37.47,127,3138,3116,461,670,308,603,106605
2237,22,37.5,127,3315,2609,137,540,827,569,103355
2239,12,37.5,127,2412,3610,163,1045,917,526,103355
2241,12,37.5,127.06,5086,2557,475,513,661,271,69101
2242,22,37.47,127.06,4513,2213,65,446,208,858,103355
2243,17,37.47,127.06,4864,1997,410,1005,399,676,69101
2245,22,37.47,127,5109,1031,803,986,1097,665,69101
2246,17,37.47,127,5426,546,843,506,1289,1170,69101
2247,27,37.47,127,5940,347,1338,374,1825,2209,69101
2248,12,37.47,127,6130,667,1659,651,2144,2357,69101
2249,12,37.47,127,6324,1297,1594,1181,2775,2537,69101
2250,12,37.47,127,6281,1533,1322,1361,3243,2518,69101
2251,12,37.47,127.06,5860,535,458,844,945,1291,69101
2252,27,37.47,127.06,6317,553,785,999,1210,1767,69101
160,22,37.56,126.94,4068,3808,286,287,470,757,17525
161,10,37.6,126.94,5609,3061,50,1167,706,1924,55987
162,17,37.56,126.94,4351,2439,721,345,142,203,24372
163,9,37.6,126.94,4177,1562,1281,190,231,428,51296
164,12,37.56,126.94,2676,713,793,74,52,1296,52970
165,22,37.56,126.94,2874,717,1032,762,403,967,52970
166,22,37.56,126.94,2955,327,661,809,906,820,42865
167,17,37.6,126.94,3429,908,825,147,697,510,52970
2255,27,37.47,127.06,5855,1041,48,523,440,1072,69101
2256,12,37.47,127.06,6172,996,318,635,606,1405,69101
2257,12,37.47,127.06,6905,550,1067,1108,1155,2334,69101
2258,22,37.47,127.06,5852,1245,1083,581,542,1469,69101
2259,17,37.5,127,874,2946,24,314,1281,1491,35131
2263,22,37.47,127,5068,885,1047,694,1293,991,69101
2264,11,37.5,127,2577,4976,197,178,274,1351,106605
2265,12,37.5,127,1949,6103,884,672,271,1498,106605
2266,17,37.5,127,2440,3487,152,547,276,652,103355
2268,12,37.5,127,2791,3635,397,339,522,1527,103355
2269,12,37.5,127,1317,2971,504,636,904,1452,35131
2270,12,37.44,127.06,7943,2994,275,440,2951,4040,18481
2271,10,37.5,127,2423,4092,65,803,802,866,106605
2272,12,37.5,127,2857,3070,566,237,594,504,103355
2273,12,37.47,127.06,5235,1669,832,782,693,814,69101
2274,12,37.47,127.06,5965,1040,114,514,451,1181,69101
2275,12,37.47,127.06,6909,813,1317,1286,1348,2488,18481
2276,17,37.47,127.06,5539,1370,473,506,394,709,69101
2277,12,37.5,127,1422,2567,477,722,1334,1831,35131
2279,12,37.5,127,2485,3535,101,1001,909,453,103355
2280,12,37.47,127,3181,2766,476,245,480,728,103355
2281,9,37.47,127,3814,4070,422,670,552,1005,106605
2282,17,37.47,127,3740,2564,871,974,357,453,106605
2283,12,37.5,127,2616,4365,411,599,464,942,106605
2284,12,37.47,127,4668,3837,472,953,232,1587,106605
2285,17,37.47,127,6308,1000,1913,956,2470,2518,69101
2286,12,37.47,127.06,6980,1521,1136,743,1953,2981,18481
2287,12,37.47,127.06,7031,3428,1360,1190,2694,3727,18481
2288,12,37.47,127.06,7081,3205,1178,973,2582,3605,18481
2289,12,37.47,127,5068,3662,49,1308,614,1897,106605
2292,17,37.5,127,3724,2666,751,672,782,1034,103355
2293,12,37.5,127.06,4655,2356,251,922,463,621,57063
2294,17,37.47,127.06,5640,1424,939,415,453,884,69101
2297,12,37.5,127,3264,2672,57,620,940,445,103355
2298,14,37.5,127,2518,3638,434,352,463,1515,103355
2299,14,37.5,127,3922,2462,579,888,573,1169,103355
2301,12,37.53,127,435,1399,651,99,164,1654,27712
2302,12,37.5,127,2457,3245,137,727,793,1762,45696
2303,17,37.5,127,1768,2667,38,879,1127,1882,45696
2304,12,37.5,127.06,2214,2456,402,790,1083,927,45696
2305,12,37.53,127.06,1555,1550,711,186,783,476,45696
2306,32,37.53,127,855,824,72,509,588,1247,17546
2307,12,37.53,127.06,1769,968,169,576,417,906,27712
2308,16,37.53,127.06,1479,690,484,258,330,1074,27712
2309,12,37.53,127.06,2077,2360,388,529,630,853,30120
2310,12,37.53,127.06,1912,1439,435,779,468,375,30120
2311,12,37.53,127.06,2370,2122,163,472,275,390,30120
2312,12,37.53,127.06,1474,2709,262,1078,381,1454,30120
2313,12,37.53,127.06,1526,2155,637,745,942,1237,30120
2314,12,37.53,127.06,1130,3024,677,281,628,2758,45594
2315,12,37.5,127.06,1807,3472,78,869,543,1339,45594
2316,22,37.5,127.06,1907,3969,90,419,528,904,45594
2317,12,37.53,127.06,1444,3724,557,1095,898,1643,45594
2318,17,37.5,127.06,2133,3133,188,749,408,1290,45594
2319,12,37.5,127.06,2744,3721,557,542,727,595,45594
2320,12,37.5,127.06,3644,3886,167,197,424,1477,84771
2321,12,37.5,127.06,2663,5434,174,509,1142,1170,84771
2322,17,37.5,127.06,2014,4066,81,274,361,746,84771
2323,12,37.5,127.06,2187,4790,821,733,501,748,84771
2324,12,37.5,127.06,2397,4883,588,817,585,693,84771
2325,12,37.5,127.06,2943,4684,575,871,747,411,84771
2326,12,37.5,127.06,2694,4312,805,480,433,9,84771
2327,17,37.5,127.06,3888,2913,705,715,411,1418,74338
2328,12,37.5,127.06,3361,3563,567,527,427,1430,74338
2329,12,37.5,127.06,3756,3708,562,460,338,1375,74338
2330,12,37.5,127.06,4296,3205,867,494,543,1026,74338
2331,22,37.5,127.06,3993,4201,775,425,471,1599,74338
2332,10,37.5,127.06,3296,3700,32,214,314,889,74338
2333,17,37.5,127.06,4425,2340,64,334,308,883,57063
2334,17,37.5,127.06,4184,3558,680,346,587,1136,57063
2336,12,37.5,127.06,4044,3663,532,220,483,1217,57063
2337,17,37.5,127.06,2998,4198,538,77,799,1632,47374
2339,12,37.47,127.06,4664,2886,641,455,767,746,47374
2340,17,37.47,127.06,5550,1560,1010,556,558,691,47374
2341,12,37.47,127.06,3834,4504,103,214,285,3631,58997
2342,12,37.5,127.06,2652,4817,33,776,124,3354,47374
2343,12,37.47,127.1,6242,2696,1785,1576,915,2475,45064
2344,12,37.47,127.1,6085,3272,2344,1118,698,2953,45064
2347,17,37.53,127.06,1738,1784,545,210,725,433,45696
2348,22,37.5,127.06,2541,3777,573,361,573,569,45594
2349,12,37.5,127.06,3342,3699,208,873,744,2431,74338
2350,12,37.5,127.06,3972,4632,471,144,489,1290,74338
2351,17,37.47,127.06,3810,4622,433,154,538,3993,15934
2352,12,37.53,127.06,1779,1891,453,252,793,520,45696
2353,12,37.53,127.06,2225,2116,86,596,457,384,45696
2354,7,37.53,127.06,1506,2791,271,1059,297,1493,45594
2355,22,37.5,127.06,2017,3935,71,328,474,817,45594
2356,12,37.53,127.06,2294,2299,522,381,410,684,45594
2357,17,37.5,127.06,3512,3741,574,499,371,1412,74338
2358,12,37.47,127.06,4760,2843,886,675,599,922,47374
2359,12,37.47,127.06,5470,1572,1215,646,121,1062,47374
2360,17,37.5,127.06,4311,3319,803,326,712,1040,74338
2361,12,37.53,127,816,864,44,559,540,1261,17546
2362,12,37.53,127,1117,2000,231,790,869,1567,17546
2363,17,37.53,127,1178,1713,657,501,836,1099,45696
169,17,37.56,126.94,2459,825,666,692,208,1551,52970
170,12,37.56,126.94,3091,410,830,695,1123,791,42865
171,12,37.56,126.94,5116,4277,127,486,364,458,18113
173,10,37.56,126.94,5066,4177,116,575,459,358,18113
175,22,37.56,126.94,3993,1325,1675,814,758,745,51296
176,12,37.6,126.94,3888,1262,1316,462,482,142,42865
177,10,37.56,126.94,3006,396,674,280,375,1184,52970
178,12,37.6,126.94,3066,77,511,827,678,1456,52970
2364,12,37.53,127.06,1322,1454,655,240,962,713,17546
2365,17,37.53,127.06,1774,1391,504,642,549,361,17546
2368,12,37.5,127.06,4653,2952,547,473,531,671,57063
2369,22,37.5,127.06,3005,3745,360,523,863,622,84771
2370,22,37.5,127.06,3422,4671,126,503,200,751,84771
2371,12,37.5,127.06,1993,2203,289,537,948,739,45696
2372,12,37.5,127.06,3062,4493,52,723,687,976,84771
2373,22,37.5,127.06,3496,4196,50,568,431,2017,47374
2375,12,37.5,127.1,3760,3841,127,434,355,4495,15934
2376,22,37.5,127.1,3798,3845,188,507,429,4646,15934
2377,12,37.5,127.1,3881,3680,85,470,391,4541,15934
2380,17,37.5,127.06,2609,2990,512,405,854,1265,45594
2381,10,37.5,127.06,2699,3118,118,1412,1208,2505,74338
2382,13,37.5,127.06,3359,4045,374,616,314,739,74338
2383,12,37.47,127.1,5819,3813,2178,675,756,3514,45064
2384,12,37.47,127.1,5083,2927,1317,1315,698,3406,45064
2385,12,37.5,127,1780,2262,160,654,1360,1107,45696
2386,10,37.5,127.06,2759,2882,283,757,1011,1185,45696
2387,12,37.47,127.1,5176,3714,1660,367,424,3774,45064
2388,12,37.53,127.06,2066,2666,349,498,404,1105,45594
2389,17,37.5,127.06,3757,4094,344,711,321,2084,47374
2390,12,37.47,127.06,4439,3458,956,116,537,1722,47374
2391,12,37.47,127.06,5057,2928,1225,538,734,1631,47374
2392,17,37.47,127.06,5354,1790,1574,362,416,1435,47374
2393,12,37.47,127.06,5776,1328,1156,638,487,1451,47374
2395,12,37.47,127.06,4879,2823,1165,554,505,1154,47374
2396,17,37.5,127.06,4508,3023,405,345,529,675,57063
2398,12,37.5,127.06,2793,3004,484,966,960,1346,74338
2401,17,37.5,127.06,3467,4518,313,536,203,3446,58997
2403,17,37.5,127.06,3300,4095,707,446,774,2769,58997
2404,12,37.5,127.06,2997,4247,601,172,705,1728,47374
2405,22,37.53,127.06,1983,2466,266,583,500,984,45594
2406,12,37.53,127,1157,1970,320,866,883,1465,45696
2407,12,37.5,127,3349,3980,191,694,1195,1623,74338
2408,16,37.47,127.1,5257,2361,1150,1334,1298,3158,45064
2409,22,37.5,127,3745,3078,570,582,565,1377,74338
2410,12,37.5,127.06,3341,3861,268,1019,1195,1957,74338
2411,17,37.47,127.1,5633,2308,1305,1795,1038,2796,45064
2412,17,37.5,127.06,2932,4840,796,924,683,4023,58997
2413,20,37.5,127.06,3838,3694,45,790,275,1273,57063
2414,20,37.5,127.06,4186,3351,393,624,165,918,57063
2415,15,37.5,127.06,3469,4625,63,429,272,783,84771
2416,10,37.5,127.06,3608,4658,76,313,431,918,57063
2417,10,37.5,127.06,3157,3182,355,748,698,1348,74338
2418,10,37.5,127.06,1885,3408,50,839,481,1291,45594
2419,20,37.5,127.06,1852,3372,47,881,443,1332,45594
2420,20,37.5,127.06,2559,5406,91,579,1106,1174,84771
2421,15,37.5,127,2584,3323,30,684,877,1900,74338
2422,10,37.47,127.1,3892,4158,948,667,704,4731,15934
2423,10,37.5,127.06,2996,4658,333,841,305,3348,58997
2425,20,37.47,127.1,6287,2786,1884,1547,925,2496,45064
2426,10,37.47,127.1,5838,2934,1967,1196,491,2887,45064
2427,10,37.5,127.06,4227,3394,725,230,29,1288,47374
2428,10,37.47,127.06,4354,3414,538,212,429,1537,47374
2429,10,37.53,127.06,1890,1129,16,449,292,802,17546
2430,10,37.5,127.06,3361,3808,59,1210,981,2167,74338
2431,10,37.5,127.06,3141,4409,49,780,618,982,84771
2501,12,37.44,127.06,7780,2840,329,270,2756,3842,18481
2502,11,37.5,127,2323,3600,79,701,403,661,103355
2503,12,37.5,127,2452,3492,381,508,476,1457,102434
2504,12,37.53,127,1271,2293,108,532,1098,2114,35131
2505,14,37.5,127,3585,3210,552,441,735,1306,103355
2506,12,37.47,127,3415,3838,662,236,394,514,106605
2508,12,37.47,127.06,5244,2339,590,489,866,161,69101
2509,18,37.5,127,1253,5189,616,657,396,1092,102434
2510,10,37.47,127,3792,2206,523,1147,974,906,103355
2511,12,37.47,127,3088,4725,348,744,703,1295,106605
2514,10,37.5,127,1610,3653,636,347,162,1002,102434
2515,15,37.5,127,3192,3967,304,548,823,1314,103355
2516,10,37.47,127.06,7506,1543,695,313,2216,3337,18481
2517,20,37.5,127,3617,2630,897,700,876,854,103355
2518,20,37.5,127,3651,2589,874,741,844,874,103355
2519,15,37.5,127,3290,3014,879,345,1083,728,103355
2520,20,37.5,127,2773,4323,652,402,783,875,103355
2521,13,37.5,127,2678,4427,564,512,778,732,103355
2523,10,37.5,127,570,3402,444,159,1197,1105,35131
2524,10,37.5,127,1211,3618,402,393,933,810,35131
2525,15,37.5,127,805,4081,287,829,868,653,35131
2526,10,37.5,127,718,4277,460,1037,651,695,102434
2527,10,37.5,127,753,4800,227,120,197,1088,102434
2528,10,37.5,127,1813,4806,746,754,626,1601,106605
2529,12,37.5,127,2207,4389,284,749,588,1139,106605
2530,15,37.5,127,1480,5614,405,1091,617,1651,106605
2531,10,37.5,127,1781,4885,817,815,627,1669,106605
2532,10,37.47,127,3713,2421,1056,825,479,182,103355
2533,10,37.47,127,3650,2286,501,725,853,450,103355
2534,10,37.47,127.06,6900,3732,2459,2056,2464,4403,18481
